rank,source,enemy_id,tempno,name,total140,avg_score,avg_net,vs_earth_score,vs_earth_net,vs_water_score,vs_water_net,vs_fire_score,vs_fire_net,vs_wind_score,vs_wind_net,script,floor,floors
168,capture_lv1,,786,波波顿,2317,2651,1.1441384063506828,1938,0.8363636363636363,4770,2.058823529411765,2770,1.1956521739130435,1125,0.4857142857142857,,,7000
169,capture_lv1,,91,利则诺顿,2163,2650,1.225,2163,1.0,5408,2.5,2163,1.0,865,0.39999999999999997,,,21013
170,task_getpet,54,91,利则诺顿,2163,2650,1.225,2163,1.0,5408,2.5,2163,1.0,865,0.39999999999999997,giiru/event/ev28_ed1,31706,31706
171,capture_lv1,,794,玛斯特,2360,2644,1.1200922266139657,1806,0.7652173913043477,4425,1.875,3084,1.3068181818181819,1259,0.5333333333333333,,,702
172,capture_lv1,,742,贝洛波波,2396,2638,1.10125,1533,0.64,1533,0.64,3744,1.5625,3744,1.5625,,,7025
173,task_getpet,1559,726,乌力莱德,2304,2636,1.1441384063506828,1119,0.4857142857142857,1927,0.8363636363636363,4744,2.058823529411765,2755,1.1956521739130435,eden3/pig/oody,7404,7404
174,task_getpet,1646,813,阿米朵,2379,2631,1.1059282822440717,4069,1.7105263157894737,3399,1.4285714285714284,1391,0.5846153846153846,1665,0.7000000000000001,sa50/eot/oev_edf,7200,7200
175,capture_lv1,,958,卡恩米兹,2347,2629,1.1200922266139657,1252,0.5333333333333333,1796,0.7652173913043477,4401,1.875,3067,1.3068181818181819,,,7025
176,task_getpet,2085,1069,洛比特,2344,2626,1.1200922266139657,1794,0.7652173913043477,4395,1.875,3063,1.3068181818181819,1250,0.5333333333333333,sa70/sound/sound1.arg,3400,3400
177,capture_lv1,,234,卡卡金宝,2291,2621,1.1441384063506828,1916,0.8363636363636363,1113,0.4857142857142857,2739,1.1956521739130435,4717,2.058823529411765,,,30601|30602|30603|30604|30606
178,capture_lv1,,818,莱姆洛斯,2367,2618,1.1059282822440717,3381,1.4285714285714284,4049,1.7105263157894737,1657,0.7000000000000001,1384,0.5846153846153846,,,702
179,capture_lv1,,785,砂鲨,2286,2615,1.1441384063506828,1912,0.8363636363636363,1110,0.4857142857142857,2733,1.1956521739130435,4706,2.058823529411765,,,60301
180,capture_lv1,,957,卡恩格登,2334,2614,1.1200922266139657,1786,0.7652173913043477,4376,1.875,3050,1.3068181818181819,1245,0.5333333333333333,,,7025
181,task_getpet,2547,401,玛蕾菲雅,2128,2607,1.225,2128,1.0,5320,2.5,2128,1.0,851,0.39999999999999997,sa75/spirit/spirit30026_11_14.arg,30026,30026
182,task_getpet,1479,718,玛蕾菲雅,2128,2607,1.225,2128,1.0,5320,2.5,2128,1.0,851,0.39999999999999997,king/event69_7,2000,2000
183,capture_lv1,,795,沙瓦列,2356,2606,1.1059282822440717,3366,1.4285714285714284,1377,0.5846153846153846,1649,0.7000000000000001,4030,1.7105263157894737,,,7025
184,capture_lv1,,325,拉可拉斯,2315,2593,1.1200922266139657,1235,0.5333333333333333,1771,0.7652173913043477,4341,1.875,3025,1.3068181818181819,,,32019
185,capture_lv1,,741,贝洛贝,2314,2592,1.1200922266139657,3024,1.3068181818181819,4339,1.875,1771,0.7652173913043477,1234,0.5333333333333333,,,7025
186,task_getpet,1638,805,布兰恩,2258,2584,1.1441384063506825,2700,1.1956521739130435,4649,2.058823529411765,1889,0.8363636363636363,1097,0.4857142857142857,sa50/eot/oev_ede,7200,7200
187,capture_lv1,,1085,那提拉,2342,2579,1.10125,1499,0.64,3659,1.5625,3659,1.5625,1499,0.64,,,7025
188,capture_lv1,,212,贝恩达斯,2253,2578,1.1441384063506825,1094,0.4857142857142857,2694,1.1956521739130435,4639,2.058823529411765,1884,0.8363636363636363,,,100
189,capture_lv1,,1086,布斯迪,2340,2577,1.10125,1498,0.64,1498,0.64,3656,1.5625,3656,1.5625,,,817
190,capture_lv1,,752,鲁拉其斯,2252,2576,1.1441384063506828,1883,0.8363636363636363,4636,2.058823529411765,2693,1.1956521739130435,1094,0.4857142857142857,,,708|7025
191,task_getpet,1893,946,伊蕾丝,2100,2572,1.225,840,0.39999999999999997,2100,1.0,5250,2.5,2100,1.0,eden3/princess/tori,7215,7215
192,capture_lv1,,23,加比奥,2098,2570,1.225,5245,2.5,2098,1.0,839,0.39999999999999997,2098,1.0,,,20307
193,capture_lv1,,1082,多尔克,2243,2566,1.1441384063506828,2682,1.1956521739130435,1089,0.4857142857142857,1876,0.8363636363636363,4618,2.058823529411765,,,7025
194,capture_lv1,,144,格尔格,2176,2565,1.1787600061576358,2380,1.09375,960,0.4413793103448275,1989,0.9142857142857144,4930,2.2656250000000004,,,31204
195,capture_lv1,,960,卡恩修比,2290,2565,1.1200922266139657,4294,1.875,2993,1.3068181818181819,1221,0.5333333333333333,1752,0.7652173913043477,,,7025
196,task_getpet,78,144,格尔格,2176,2565,1.1787600061576358,2380,1.09375,960,0.4413793103448275,1989,0.9142857142857144,4930,2.2656250000000004,jaruga/event/oev_edb,3000,3000
197,capture_lv1,,43,贝洛宝克尔,2288,2563,1.1200922266139657,1220,0.5333333333333333,2990,1.3068181818181819,4290,1.875,1751,0.7652173913043477,,,20507
198,capture_lv1,,224,邦恩吉,2236,2558,1.1441384063506825,1086,0.4857142857142857,2673,1.1956521739130435,4604,2.058823529411765,1870,0.8363636363636363,,,200
199,task_getpet,2048,1042,布洛多多,2309,2554,1.1059282822440717,3950,1.7105263157894737,3299,1.4285714285714284,1350,0.5846153846153846,1616,0.7000000000000001,sa50/dodo/dodo3.arg,60068,60068
200,capture_lv1,,774,耶普鲁,2084,2553,1.225,2084,1.0,834,0.39999999999999997,2084,1.0,5210,2.5,,,706|7025
201,capture_lv1,,959,卡恩法尔,2275,2548,1.120092226613966,2973,1.3068181818181819,1213,0.5333333333333333,1741,0.7652173913043477,4266,1.875,,,7025
202,capture_lv1,,142,奇拉顿,2225,2546,1.1441384063506828,1861,0.8363636363636363,4581,2.058823529411765,2660,1.1956521739130435,1081,0.4857142857142857,,,31204
203,capture_lv1,,736,威斯,2223,2544,1.1441384063506828,1080,0.4857142857142857,1859,0.8363636363636363,4577,2.058823529411765,2658,1.1956521739130435,,,703
204,task_getpet,1374,694,水的守护兽,2075,2542,1.225,830,0.39999999999999997,2075,1.0,5188,2.5,2075,1.0,genout/msg_116_37_20,116,116
205,capture_lv1,,3,乌力斯坦,2074,2541,1.225,2074,1.0,5185,2.5,2074,1.0,830,0.39999999999999997,,,100|997|11304|11305
206,capture_lv1,,717,小坦坦,2074,2541,1.225,2074,1.0,5185,2.5,2074,1.0,830,0.39999999999999997,,,11304|11305
207,task_getpet,11,3,乌力斯坦,2074,2541,1.225,2074,1.0,5185,2.5,2074,1.0,830,0.39999999999999997,jaruga/event/oev_ed1,4000,4000
208,capture_lv1,,749,特洛可斯,2307,2540,1.10125,1476,0.64,1476,0.64,3605,1.5625,3605,1.5625,,,7025
209,task_getpet,351,302,左迪洛斯,2217,2536,1.1441384063506828,1077,0.4857142857142857,1854,0.8363636363636363,4564,2.058823529411765,2651,1.1956521739130435,quiz/equiz_04,812,812
210,capture_lv1,,42,贝洛洛克,2261,2532,1.1200922266139657,1730,0.7652173913043477,4239,1.875,2955,1.3068181818181819,1206,0.5333333333333333,,,7025|10101
211,capture_lv1,,739,贝洛金,2288,2531,1.1059282822440717,3914,1.7105263157894737,1602,0.7000000000000001,1338,0.5846153846153846,3269,1.4285714285714284,,,60300
212,task_getpet,1363,690,邦奇,2211,2530,1.1441384063506828,1074,0.4857142857142857,1849,0.8363636363636363,4552,2.058823529411765,2644,1.1956521739130435,sainasu/event/oev_edc,1000,1000
213,capture_lv1,,92,扬奇洛斯,2257,2528,1.1200922266139657,1727,0.7652173913043477,1204,0.5333333333333333,2949,1.3068181818181819,4232,1.875,,,300
214,task_getpet,55,92,扬奇洛斯,2257,2528,1.1200922266139657,1727,0.7652173913043477,1204,0.5333333333333333,2949,1.3068181818181819,4232,1.875,giiru/event/ev28_ed3,31706,31706
215,capture_lv1,,143,齐尔格尔顿,2252,2522,1.1200922266139657,1723,0.7652173913043477,1201,0.5333333333333333,2943,1.3068181818181819,4222,1.875,,,300
216,capture_lv1,,95,布鲁顿,2201,2518,1.1441384063506828,4531,2.058823529411765,1841,0.8363636363636363,1069,0.4857142857142857,2632,1.1956521739130435,,,300
217,task_getpet,481,95,布鲁顿,2201,2518,1.1441384063506828,4531,2.058823529411765,1841,0.8363636363636363,1069,0.4857142857142857,2632,1.1956521739130435,giiru/event/ev28_ed5,31706,31706
218,capture_lv1,,12,金布伊,2245,2514,1.1200922266139657,4209,1.875,1718,0.7652173913043477,1197,0.5333333333333333,2934,1.3068181818181819,,,9000
219,task_getpet,14,12,金布伊,2245,2514,1.1200922266139657,4209,1.875,1718,0.7652173913043477,1197,0.5333333333333333,2934,1.3068181818181819,quiz/equiz_02,810,810
220,capture_lv1,,751,呼鲁鲁,2242,2512,1.1200922266139657,4204,1.875,1716,0.7652173913043477,1196,0.5333333333333333,2930,1.3068181818181819,,,700
221,capture_lv1,,88,朵洛将恩,2195,2511,1.1441384063506825,4519,2.058823529411765,2624,1.1956521739130435,1066,0.4857142857142857,1836,0.8363636363636363,,,32005
222,task_getpet,1926,965,鲁比,2195,2511,1.1441384063506828,2624,1.1956521739130435,1066,0.4857142857142857,1836,0.8363636363636363,4519,2.058823529411765,genout/msg_116_37_20,116,116
223,task_getpet,352,303,巴朵兰恩,2192,2508,1.1441384063506828,1833,0.8363636363636363,1065,0.4857142857142857,2621,1.1956521739130435,4513,2.058823529411765,poru/boy04,5511,5511
224,capture_lv1,,87,格洛格鲁,2267,2507,1.1059282822440717,1325,0.5846153846153846,1587,0.7000000000000001,3878,1.7105263157894737,3239,1.4285714285714284,,,32011
225,capture_lv1,,969,蒙奇,2238,2507,1.1200922266139657,4196,1.875,1713,0.7652173913043477,1194,0.5333333333333333,2925,1.3068181818181819,,,7025
226,task_getpet,1947,969,蒙奇,2238,2507,1.1200922266139657,4196,1.875,1713,0.7652173913043477,1194,0.5333333333333333,2925,1.3068181818181819,genout/msg_116_37_20,116,116
227,capture_lv1,,817,伊夫霍恩,2235,2504,1.1200922266139657,2921,1.3068181818181819,4191,1.875,1710,0.7652173913043477,1192,0.5333333333333333,,,5540
228,capture_lv1,,14,布伊比,2262,2501,1.1059282822440717,1583,0.7000000000000001,1322,0.5846153846153846,3231,1.4285714285714284,3869,1.7105263157894737,,,200
229,task_getpet,16,14,布伊比,2262,2501,1.1059282822440717,1583,0.7000000000000001,1322,0.5846153846153846,3231,1.4285714285714284,3869,1.7105263157894737,jaruga/event/oev_ed1,4000,4000
230,task_getpet,1481,719,迪欧,2271,2500,1.10125,1453,0.64,1453,0.64,3548,1.5625,3548,1.5625,poru/mary06,5538,5538
231,task_getpet,1483,720,鲁乌,2271,2500,1.10125,1453,0.64,1453,0.64,3548,1.5625,3548,1.5625,poru/mary04,5532,5532
232,capture_lv1,,292,克克洛斯,2039,2498,1.225,5098,2.5,2039,1.0,816,0.39999999999999997,2039,1.0,,,200
233,task_getpet,1613,780,麦丁布斯,2268,2498,1.10125,1452,0.64,1452,0.64,3544,1.5625,3544,1.5625,sa50/eot/oev_edf,7200,7200
234,capture_lv1,,233,奇卡宝斯,2229,2497,1.1200922266139657,4179,1.875,1706,0.7652173913043477,1189,0.5333333333333333,2913,1.3068181818181819,,,9000|31806
235,capture_lv1,,1104,多利可斯,2229,2497,1.1200922266139657,1706,0.7652173913043477,4179,1.875,2913,1.3068181818181819,1189,0.5333333333333333,,,7025
236,capture_lv1,,732,加斯奥,2181,2495,1.1441384063506828,2608,1.1956521739130435,1059,0.4857142857142857,1824,0.8363636363636363,4490,2.058823529411765,,,7025
237,capture_lv1,,213,多利凯拉,2225,2492,1.1200922266139657,1703,0.7652173913043477,4172,1.875,2908,1.3068181818181819,1187,0.5333333333333333,,,100
238,capture_lv1,,734,比比加,2249,2487,1.1059282822440717,1315,0.5846153846153846,3213,1.4285714285714284,3847,1.7105263157894737,1574,0.7000000000000001,,,703|7025
239,task_getpet,1604,771,毛宝,2220,2486,1.1200922266139657,4162,1.875,2901,1.3068181818181819,1184,0.5333333333333333,1699,0.7652173913043477,sa50/eot/oev_ede,7200,7200
240,capture_lv1,,44,贝洛宝利,2216,2482,1.1200922266139657,1696,0.7652173913043477,1182,0.5333333333333333,2896,1.3068181818181819,4155,1.875,,,10406
241,capture_lv1,,86,阿伊萨,2253,2481,1.10125,1442,0.64,3520,1.5625,3520,1.5625,1442,0.64,,,32009
242,capture_lv1,,221,克邦凯斯,2241,2478,1.1059282822440717,1310,0.5846153846153846,3201,1.4285714285714284,3833,1.7105263157894737,1569,0.7000000000000001,,,200|9000
243,capture_lv1,,735,乌宝依,2166,2478,1.1441384063506828,2590,1.1956521739130435,1052,0.4857142857142857,1812,0.8363636363636363,4459,2.058823529411765,,,707
244,capture_lv1,,172,卡拉宝斯,2209,2474,1.1200922266139657,1178,0.5333333333333333,2887,1.3068181818181819,4142,1.875,1690,0.7652173913043477,,,20404
245,task_getpet,94,172,卡拉宝斯,2209,2474,1.1200922266139657,1178,0.5333333333333333,2887,1.3068181818181819,4142,1.875,1690,0.7652173913043477,sainasu/event/rion,100,100
246,task_getpet,1590,757,克拉尔,2160,2472,1.1441384063506828,4447,2.058823529411765,1807,0.8363636363636363,1049,0.4857142857142857,2583,1.1956521739130435,sa50/eot/oev_edf,7200,7200
247,task_getpet,1611,778,萨格鲁,2244,2471,1.10125,1436,0.64,1436,0.64,3506,1.5625,3506,1.5625,eden3/karo/karo3,60343,60343
248,capture_lv1,,783,玻洛布斯,2234,2470,1.1059282822440717,3191,1.4285714285714284,3821,1.7105263157894737,1564,0.7000000000000001,1306,0.5846153846153846,,,708
249,capture_lv1,,84,洛奇安,2158,2469,1.1441384063506825,2580,1.1956521739130435,4443,2.058823529411765,1805,0.8363636363636363,1048,0.4857142857142857,,,21013
250,capture_lv1,,779,玛斯贝卡,2242,2469,1.10125,3503,1.5625,1435,0.64,1435,0.64,3503,1.5625,,,7402
251,capture_lv1,,733,加格雷依,2232,2468,1.1059282822440717,1305,0.5846153846153846,1562,0.7000000000000001,3818,1.7105263157894737,3189,1.4285714285714284,,,7025
252,capture_lv1,,82,柯伊达,2155,2466,1.1441384063506828,1802,0.8363636363636363,4437,2.058823529411765,2577,1.1956521739130435,1047,0.4857142857142857,,,10602
253,capture_lv1,,824,雷德力克斯,2239,2466,1.10125,1433,0.64,3498,1.5625,3498,1.5625,1433,0.64,,,7352
254,capture_lv1,,171,修宝,2152,2462,1.1441384063506828,1800,0.8363636363636363,4431,2.058823529411765,2573,1.1956521739130435,1045,0.4857142857142857,,,9000
255,task_getpet,93,171,修宝,2152,2462,1.1441384063506828,1800,0.8363636363636363,4431,2.058823529411765,2573,1.1956521739130435,1045,0.4857142857142857,seimu/event/event02_1,100,100
256,task_getpet,1641,808,摩里,2151,2461,1.1441384063506825,1045,0.4857142857142857,2572,1.1956521739130435,4429,2.058823529411765,1799,0.8363636363636363,sa50/eot/oev_edf,7200,7200
257,capture_lv1,,54,石龟,2087,2460,1.1787600061576355,2283,1.09375,4728,2.2656250000000004,1908,0.9142857142857144,921,0.4413793103448275,,,11004
258,task_getpet,39,54,石龟,2087,2460,1.1787600061576355,2283,1.09375,4728,2.2656250000000004,1908,0.9142857142857144,921,0.4413793103448275,sainasu/event/rion,100,100
259,capture_lv1,,775,芭拉芭,2083,2455,1.1787600061576355,1904,0.9142857142857144,4719,2.2656250000000004,2278,1.09375,919,0.4413793103448275,,,701
260,capture_lv1,,83,柯洛加斯,2218,2453,1.1059282822440717,1553,0.7000000000000001,1297,0.5846153846153846,3169,1.4285714285714284,3794,1.7105263157894737,,,10704
261,task_getpet,8001,724,巴朵兰恩,2222,2447,1.10125,1422,0.64,1422,0.64,3472,1.5625,3472,1.5625,genout/msg_116_37_20,116,116
262,capture_lv1,,174,多洛加,2183,2445,1.1200922266139657,1670,0.7652173913043477,1164,0.5333333333333333,2853,1.3068181818181819,4093,1.875,,,10407
263,capture_lv1,,114,凯比特,1994,2443,1.225,4985,2.5,1994,1.0,798,0.39999999999999997,1994,1.0,,,100
264,capture_lv1,,61,阿哥亚,2179,2441,1.1200922266139657,1667,0.7652173913043477,1162,0.5333333333333333,2848,1.3068181818181819,4086,1.875,,,30010
265,capture_lv1,,64,达克尔,2130,2437,1.1441384063506828,1035,0.4857142857142857,1781,0.8363636363636363,4385,2.058823529411765,2547,1.1956521739130435,,,100
266,capture_lv1,,731,加加,2203,2436,1.1059282822440717,1542,0.7000000000000001,3768,1.7105263157894737,3147,1.4285714285714284,1288,0.5846153846153846,,,703|7025
267,task_getpet,1929,966,莱比,2129,2436,1.1441384063506828,1034,0.4857142857142857,1781,0.8363636363636363,4383,2.058823529411765,2546,1.1956521739130435,eden3/pig/raido,7452,7452
268,capture_lv1,,301,奥卡洛斯,2201,2434,1.1059282822440717,1541,0.7000000000000001,3765,1.7105263157894737,3144,1.4285714285714284,1287,0.5846153846153846,,,31806
269,capture_lv1,,63,特洛昆,2172,2432,1.1200922266139657,2838,1.3068181818181819,4072,1.875,1662,0.7652173913043477,1158,0.5333333333333333,,,100
270,task_getpet,44,63,特洛昆,2172,2432,1.1200922266139657,2838,1.3068181818181819,4072,1.875,1662,0.7652173913043477,1158,0.5333333333333333,jaruga/event/event06_1,20401,20401
271,capture_lv1,,93,邦浦洛斯,2206,2430,1.10125,3447,1.5625,1412,0.64,1412,0.64,3447,1.5625,,,300
272,task_getpet,56,93,邦浦洛斯,2206,2430,1.10125,3447,1.5625,1412,0.64,1412,0.64,3447,1.5625,giiru/event/ev28_ed4,31706,31706
273,capture_lv1,,332,兰贝鲁斯,2168,2428,1.1200922266139657,1156,0.5333333333333333,1659,0.7652173913043477,4065,1.875,2833,1.3068181818181819,,,10702
274,capture_lv1,,33,乌卡鲁,2164,2424,1.1200922266139657,1154,0.5333333333333333,2828,1.3068181818181819,4058,1.875,1656,0.7652173913043477,,,200
275,capture_lv1,,716,小乌乌,2113,2417,1.1441384063506828,1767,0.8363636363636363,4350,2.058823529411765,2526,1.1956521739130435,1026,0.4857142857142857,,,11304|11305
276,capture_lv1,,747,尼加斯,2184,2416,1.1059282822440717,3736,1.7105263157894737,3120,1.4285714285714284,1277,0.5846153846153846,1529,0.7000000000000001,,,700
277,capture_lv1,,53,卡梅兰恩,2110,2414,1.1441384063506828,2523,1.1956521739130435,1025,0.4857142857142857,1765,0.8363636363636363,4344,2.058823529411765,,,11003
278,task_getpet,1656,823,巴克亚司,2155,2414,1.1200922266139657,4041,1.875,1649,0.7652173913043477,1149,0.5333333333333333,2816,1.3068181818181819,sa50/eot/oev_ede,7200,7200
279,capture_lv1,,222,加克拉,2188,2410,1.10125,1400,0.64,1400,0.64,3419,1.5625,3419,1.5625,,,10201
280,capture_lv1,,773,史凯鲁,2186,2408,1.10125,1399,0.64,3416,1.5625,3416,1.5625,1399,0.64,,,701
281,capture_lv1,,333,可利多洛斯,2148,2406,1.1200922266139657,1644,0.7652173913043477,4028,1.875,2807,1.3068181818181819,1146,0.5333333333333333,,,20405
282,task_getpet,365,333,可利多洛斯,2148,2406,1.1200922266139657,1644,0.7652173913043477,4028,1.875,2807,1.3068181818181819,1146,0.5333333333333333,jaruga/event/oev_ed1,4000,4000
283,capture_lv1,,273,加宝格恩,2184,2405,1.10125,3412,1.5625,3412,1.5625,1398,0.64,1398,0.64,,,30702
284,capture_lv1,,211,多利诺布斯,2146,2404,1.1200922266139657,1642,0.7652173913043477,1145,0.5333333333333333,2804,1.3068181818181819,4024,1.875,,,200|7025
285,task_getpet,353,304,帖拉所伊朵,2181,2402,1.10125,3408,1.5625,1396,0.64,1396,0.64,3408,1.5625,genout/msg_116_37_20,116,116
286,task_getpet,1381,304,帖拉所伊朵,2181,2402,1.10125,3408,1.5625,1396,0.64,1396,0.64,3408,1.5625,genout/msg_116_37_20,116,116
287,capture_lv1,,193,格鲁西斯,2090,2391,1.1441384063506828,2499,1.1956521739130435,1015,0.4857142857142857,1748,0.8363636363636363,4303,2.058823529411765,,,300
288,task_getpet,309,193,格鲁西斯,2090,2391,1.1441384063506828,2499,1.1956521739130435,1015,0.4857142857142857,1748,0.8363636363636363,4303,2.058823529411765,jaruga/event/oev_ed1,4000,4000
289,capture_lv1,,173,布克布克,2171,2390,1.10125,1389,0.64,1389,0.64,3392,1.5625,3392,1.5625,,,9000
290,capture_lv1,,737,威比,2134,2390,1.1200922266139657,4001,1.875,1633,0.7652173913043477,1138,0.5333333333333333,2789,1.3068181818181819,,,703
291,task_getpet,95,173,布克布克,2171,2390,1.10125,1389,0.64,1389,0.64,3392,1.5625,3392,1.5625,sainasu/event/event15_1,11006,11006
292,capture_lv1,,191,贝鲁卡,2160,2389,1.1059282822440717,1512,0.7000000000000001,3695,1.7105263157894737,3086,1.4285714285714284,1263,0.5846153846153846,,,200
293,task_getpet,307,191,贝鲁卡,2160,2389,1.1059282822440717,1512,0.7000000000000001,3695,1.7105263157894737,3086,1.4285714285714284,1263,0.5846153846153846,genout/msg_116_37_20,116,116
294,capture_lv1,,821,立杜鲁斯,2166,2385,1.10125,3384,1.5625,3384,1.5625,1386,0.64,1386,0.64,,,704|7025
295,capture_lv1,,65,柏克尔,2084,2384,1.1441384063506828,4291,2.058823529411765,1743,0.8363636363636363,1012,0.4857142857142857,2492,1.1956521739130435,,,41
296,capture_lv1,,2,乌力乌力,2154,2382,1.1059282822440717,1508,0.7000000000000001,1259,0.5846153846153846,3077,1.4285714285714284,3684,1.7105263157894737,,,816
297,task_getpet,1,2,乌力乌力,2154,2382,1.1059282822440717,1508,0.7000000000000001,1259,0.5846153846153846,3077,1.4285714285714284,3684,1.7105263157894737,sa75/ler/ler4.arg,,
298,task_getpet,10,2,乌力乌力,2154,2382,1.1059282822440717,1508,0.7000000000000001,1259,0.5846153846153846,3077,1.4285714285714284,3684,1.7105263157894737,jaruga/event/oev_ed1,4000,4000
299,capture_lv1,,192,贝鲁伊卡,2126,2381,1.1200922266139657,3986,1.875,1627,0.7652173913043477,1134,0.5333333333333333,2778,1.3068181818181819,,,200
300,capture_lv1,,294,奇宝,2080,2380,1.1441384063506828,2487,1.1956521739130435,1010,0.4857142857142857,1740,0.8363636363636363,4282,2.058823529411765,,,100|9000
301,capture_lv1,,175,布鲁宝,2149,2376,1.1059282822440717,3676,1.7105263157894737,1504,0.7000000000000001,1256,0.5846153846153846,3070,1.4285714285714284,,,119
302,capture_lv1,,807,格里兰,2121,2376,1.1200922266139657,2772,1.3068181818181819,3977,1.875,1623,0.7652173913043477,1131,0.5333333333333333,,,705
303,task_getpet,482,175,布鲁宝,2149,2376,1.1059282822440717,3676,1.7105263157894737,1504,0.7000000000000001,1256,0.5846153846153846,3070,1.4285714285714284,jaruga/event/oev_edb,3000,3000
304,capture_lv1,,102,克克尔,2120,2374,1.1200922266139657,1131,0.5333333333333333,1622,0.7652173913043477,3975,1.875,2770,1.3068181818181819,,,816
305,capture_lv1,,72,呼拔拔,2145,2372,1.1059282822440717,3064,1.4285714285714284,1254,0.5846153846153846,1502,0.7000000000000001,3669,1.7105263157894737,,,100
306,task_getpet,47,72,呼拔拔,2145,2372,1.1059282822440717,3064,1.4285714285714284,1254,0.5846153846153846,1502,0.7000000000000001,3669,1.7105263157894737,jaruga/event/event06_1,20401,20401
307,capture_lv1,,760,克达达,2144,2371,1.1059282822440717,3063,1.4285714285714284,3667,1.7105263157894737,1501,0.7000000000000001,1253,0.5846153846153846,,,200
308,capture_lv1,,62,尼可斯,2142,2369,1.1059282822440717,1252,0.5846153846153846,3060,1.4285714285714284,3664,1.7105263157894737,1499,0.7000000000000001,,,200
309,capture_lv1,,22,加比,2150,2368,1.10125,3359,1.5625,3359,1.5625,1376,0.64,1376,0.64,,,20301
310,capture_lv1,,21,加美,2140,2367,1.1059282822440717,3057,1.4285714285714284,1251,0.5846153846153846,1498,0.7000000000000001,3661,1.7105263157894737,,,20301
311,task_getpet,354,311,布伊德,2069,2367,1.1441384063506825,4260,2.058823529411765,2474,1.1956521739130435,1005,0.4857142857142857,1730,0.8363636363636363,chatroom/luck3,,
312,task_getpet,1482,721,爱丽儿队的加美,2140,2367,1.1059282822440717,3057,1.4285714285714284,1251,0.5846153846153846,1498,0.7000000000000001,3661,1.7105263157894737,poru/mary05,5533,5533
313,capture_lv1,,331,邦洛洛克斯,2139,2366,1.1059282822440717,1250,0.5846153846153846,3056,1.4285714285714284,3659,1.7105263157894737,1497,0.7000000000000001,,,100
314,capture_lv1,,104,里斯基,2060,2357,1.1441384063506825,1001,0.4857142857142857,2463,1.1956521739130435,4241,2.058823529411765,1723,0.8363636363636363,,,200
315,task_getpet,12,4,乌力布鲁,2100,2352,1.120092226613966,2744,1.3068181818181819,1120,0.5333333333333333,1607,0.7652173913043477,3938,1.875,chatroom/luck4,,
316,capture_lv1,,24,加斯,2093,2344,1.1200922266139657,3924,1.875,1602,0.7652173913043477,1116,0.5333333333333333,2735,1.3068181818181819,,,20308
317,capture_lv1,,764,可卡特,2046,2341,1.1441384063506825,2446,1.1956521739130435,4212,2.058823529411765,1711,0.8363636363636363,994,0.4857142857142857,,,708|7025
318,capture_lv1,,810,塔斯夫,2124,2339,1.10125,3319,1.5625,1359,0.64,1359,0.64,3319,1.5625,,,700
319,capture_lv1,,73,多萨金格,2109,2332,1.1059282822440717,3013,1.4285714285714284,3608,1.7105263157894737,1476,0.7000000000000001,1233,0.5846153846153846,,,300
320,capture_lv1,,745,龟之钢,2109,2332,1.1059282822440717,3608,1.7105263157894737,1476,0.7000000000000001,1233,0.5846153846153846,3013,1.4285714285714284,,,60300
321,task_getpet,1579,745,龟之钢,2109,2332,1.1059282822440717,3608,1.7105263157894737,1476,0.7000000000000001,1233,0.5846153846153846,3013,1.4285714285714284,sainasu/event/oev_edc,1000,1000
322,capture_lv1,,181,卡克尔,2081,2331,1.1200922266139657,1110,0.5333333333333333,2719,1.3068181818181819,3902,1.875,1592,0.7652173913043477,,,200
323,task_getpet,303,181,卡克尔,2081,2331,1.1200922266139657,1110,0.5333333333333333,2719,1.3068181818181819,3902,1.875,1592,0.7652173913043477,sainasu/event/rion,100,100
324,capture_lv1,,85,洛克斯,2113,2327,1.10125,3302,1.5625,3302,1.5625,1352,0.64,1352,0.64,,,30692
325,capture_lv1,,809,瑞里西尔,2102,2325,1.1059282822440717,3003,1.4285714285714284,3596,1.7105263157894737,1471,0.7000000000000001,1229,0.5846153846153846,,,60071
326,capture_lv1,,183,鲍,2031,2324,1.1441384063506825,4181,2.058823529411765,2428,1.1956521739130435,986,0.4857142857142857,1699,0.8363636363636363,,,20102
327,capture_lv1,,293,霍尔克,2075,2324,1.1200922266139657,3891,1.875,2712,1.3068181818181819,1107,0.5333333333333333,1588,0.7652173913043477,,,200
328,capture_lv1,,101,克雷尔,2099,2321,1.1059282822440717,1469,0.7000000000000001,3590,1.7105263157894737,2999,1.4285714285714284,1227,0.5846153846153846,,,200
329,capture_lv1,,51,龟之盾,2066,2314,1.1200922266139657,3874,1.875,2700,1.3068181818181819,1102,0.5333333333333333,1581,0.7652173913043477,,,100
330,task_getpet,310,194,金格萨贝鲁,2066,2314,1.1200922266139657,3874,1.875,2700,1.3068181818181819,1102,0.5333333333333333,1581,0.7652173913043477,chatroom/luck2,,
331,capture_lv1,,182,巴克,2087,2308,1.1059282822440717,3570,1.7105263157894737,1461,0.7000000000000001,1220,0.5846153846153846,2981,1.4285714285714284,,,200
332,capture_lv1,,112,凯比,2016,2306,1.1441384063506825,4151,2.058823529411765,2410,1.1956521739130435,979,0.4857142857142857,1686,0.8363636363636363,,,816
